,state
5752,0.0
5753,3.0
5754,2.0
5755,2.0
5756,3.0
5757,1.0
5758,0.0
5759,0.0
5760,2.0
5761,3.0
5762,3.0
5763,2.0
5764,2.0
5765,0.0
5766,0.0
5767,0.0
5768,1.0
5769,2.0
5770,3.0
5771,0.0
5772,3.0
5773,2.0
5774,1.0
5775,1.0
5776,2.0
5777,1.0
5778,3.0
5779,0.0
5780,3.0
5781,0.0
5782,2.0
5783,0.0
5784,1.0
5785,1.0
5786,3.0
5787,0.0
5788,2.0
5789,0.0
5790,1.0
5791,0.0
5792,0.0
5793,1.0
5794,3.0
5795,2.0
5796,2.0
5797,2.0
5798,2.0
5799,1.0
5800,0.0
5801,3.0
5802,3.0
5803,1.0
5804,0.0
5805,1.0
5806,1.0
5807,3.0
5808,2.0
5809,1.0
5810,2.0
5811,3.0
5812,0.0
5813,3.0
5814,3.0
5815,1.0
5816,2.0
5817,3.0
5818,0.0
5819,0.0
5820,1.0
5821,3.0
5822,3.0
5823,0.0
5824,2.0
5825,2.0
5826,3.0
5827,0.0
5828,3.0
5829,2.0
5830,1.0
5831,0.0
5832,2.0
5833,3.0
5834,0.0
5835,3.0
5836,3.0
5837,3.0
5838,2.0
5839,1.0
5840,0.0
5841,1.0
5842,3.0
5843,3.0
5844,0.0
5845,0.0
5846,1.0
5847,0.0
5848,2.0
5849,2.0
5850,3.0
5851,2.0
5852,3.0
5853,2.0
5854,2.0
5855,3.0
5856,1.0
5857,2.0
5858,2.0
5859,0.0
5860,3.0
5861,1.0
5862,3.0
5863,1.0
5864,0.0
5865,3.0
5866,3.0
5867,3.0
5868,3.0
5869,2.0
5870,3.0
5871,2.0
5872,2.0
5873,3.0
5874,0.0
5875,0.0
5876,3.0
5877,3.0
5878,0.0
5879,3.0
5880,2.0
5881,2.0
5882,3.0
5883,3.0
5884,3.0
5885,2.0
5886,1.0
5887,3.0
5888,0.0
5889,2.0
5890,2.0
5891,1.0
5892,2.0
5893,0.0
5894,1.0
5895,0.0
5896,0.0
5897,3.0
5898,0.0
5899,0.0
5900,2.0
5901,3.0
5902,0.0
5903,3.0
5904,1.0
5905,2.0
5906,1.0
5907,3.0
5908,0.0
5909,0.0
5910,3.0
5911,2.0
5912,0.0
5913,3.0
5914,1.0
5915,2.0
5916,1.0
5917,2.0
5918,0.0
5919,0.0
5920,0.0
5921,0.0
5922,0.0
5923,2.0
5924,1.0
5925,3.0
5926,1.0
5927,2.0
5928,3.0
5929,3.0
5930,0.0
5931,1.0
5932,3.0
5933,0.0
5934,1.0
5935,1.0
5936,0.0
5937,1.0
5938,3.0
5939,3.0
5940,0.0
5941,3.0
5942,0.0
5943,0.0
5944,2.0
5945,0.0
5946,0.0
5947,0.0
5948,3.0
5949,0.0
5950,3.0
5951,1.0
5952,2.0
5953,1.0
5954,1.0
5955,1.0
5956,0.0
5957,0.0
5958,2.0
5959,3.0
5960,2.0
5961,2.0
5962,0.0
5963,3.0
5964,0.0
5965,2.0
5966,3.0
5967,0.0
5968,3.0
5969,0.0
5970,3.0
5971,3.0
5972,1.0
5973,1.0
5974,3.0
5975,1.0
5976,2.0
5977,3.0
5978,3.0
5979,2.0
5980,0.0
5981,3.0
5982,2.0
5983,2.0
5984,3.0
5985,1.0
5986,0.0
5987,1.0
5988,0.0
5989,0.0
5990,3.0
5991,2.0
5992,2.0
5993,3.0
5994,0.0
5995,2.0
5996,2.0
5997,2.0
5998,3.0
5999,0.0
6000,0.0
6001,1.0
6002,3.0
6003,2.0
6004,0.0
6005,3.0
6006,3.0
6007,0.0
6008,3.0
6009,2.0
6010,0.0
6011,3.0
6012,1.0
6013,2.0
6014,1.0
6015,3.0
6016,3.0
6017,1.0
6018,0.0
6019,2.0
6020,0.0
6021,1.0
6022,2.0
6023,3.0
6024,3.0
6025,3.0
6026,1.0
6027,0.0
6028,2.0
6029,0.0
6030,3.0
6031,0.0
6032,3.0
6033,1.0
6034,0.0
6035,1.0
6036,0.0
6037,0.0
6038,3.0
6039,0.0
6040,0.0
6041,3.0
6042,1.0
6043,2.0
6044,1.0
6045,1.0
6046,1.0
6047,1.0
6048,1.0
6049,2.0
6050,1.0
6051,3.0
6052,2.0
6053,2.0
6054,3.0
6055,0.0
6056,1.0
6057,1.0
6058,3.0
6059,0.0
6060,0.0
6061,0.0
6062,3.0
6063,0.0
6064,1.0
6065,0.0
6066,3.0
6067,3.0
6068,0.0
6069,0.0
6070,3.0
6071,2.0
6072,2.0
6073,3.0
6074,0.0
6075,2.0
6076,3.0
6077,3.0
6078,1.0
6079,0.0
6080,0.0
6081,1.0
6082,3.0
6083,1.0
6084,2.0
6085,3.0
6086,1.0
6087,2.0
6088,0.0
6089,1.0
6090,0.0
6091,0.0
6092,0.0
6093,3.0
6094,1.0
6095,0.0
6096,3.0
6097,3.0
6098,3.0
6099,3.0
6100,0.0
6101,2.0
6102,1.0
6103,1.0
6104,0.0
6105,0.0
6106,3.0
6107,0.0
6108,1.0
6109,0.0
6110,1.0
6111,1.0
6112,1.0
6113,3.0
6114,2.0
6115,0.0
6116,1.0
6117,1.0
6118,1.0
6119,0.0
6120,1.0
6121,1.0
6122,0.0
6123,3.0
6124,0.0
6125,1.0
6126,1.0
6127,0.0
6128,3.0
6129,3.0
6130,3.0
6131,3.0
6132,2.0
6133,3.0
6134,0.0
6135,2.0
6136,3.0
6137,0.0
6138,2.0
6139,1.0
6140,2.0
6141,1.0
6142,0.0
6143,1.0
6144,3.0
6145,3.0
6146,0.0
6147,0.0
6148,0.0
6149,3.0
6150,1.0
6151,0.0
6152,3.0
6153,3.0
6154,0.0
6155,2.0
6156,3.0
6157,2.0
6158,2.0
6159,1.0
6160,1.0
6161,3.0
6162,3.0
6163,2.0
6164,0.0
6165,0.0
6166,2.0
6167,2.0
6168,0.0
6169,0.0
6170,0.0
6171,3.0
6172,0.0
6173,1.0
6174,3.0
6175,1.0
6176,1.0
6177,1.0
6178,1.0
6179,2.0
6180,1.0
6181,2.0
6182,3.0
6183,3.0
6184,3.0
6185,3.0
6186,1.0
6187,1.0
6188,0.0
6189,2.0
6190,0.0
6191,1.0
6192,0.0
6193,3.0
6194,2.0
6195,1.0
6196,1.0
6197,1.0
6198,3.0
6199,3.0
6200,2.0
6201,2.0
6202,3.0
6203,3.0
6204,0.0
6205,1.0
6206,2.0
6207,1.0
6208,2.0
6209,3.0
6210,3.0
6211,0.0
6212,1.0
6213,3.0
6214,1.0
6215,3.0
6216,3.0
6217,0.0
6218,3.0
6219,0.0
6220,0.0
6221,0.0
6222,1.0
6223,2.0
6224,0.0
6225,3.0
6226,0.0
6227,0.0
6228,3.0
6229,0.0
6230,0.0
6231,1.0
6232,1.0
6233,0.0
6234,2.0
6235,0.0
6236,2.0
6237,0.0
6238,2.0
6239,3.0
6240,0.0
6241,0.0
6242,0.0
6243,2.0
6244,0.0
6245,2.0
6246,2.0
6247,1.0
6248,1.0
6249,1.0
6250,1.0
6251,3.0
6252,1.0
6253,3.0
6254,3.0
6255,3.0
6256,0.0
6257,0.0
6258,0.0
6259,0.0
6260,2.0
6261,0.0
6262,3.0
6263,0.0
6264,0.0
6265,3.0
6266,3.0
6267,2.0
6268,0.0
6269,1.0
6270,3.0
6271,3.0
6272,0.0
6273,3.0
6274,2.0
6275,2.0
6276,1.0
6277,1.0
6278,3.0
6279,3.0
6280,0.0
6281,2.0
6282,2.0
6283,2.0
6284,1.0
6285,2.0
6286,3.0
6287,0.0
6288,0.0
6289,3.0
6290,2.0
6291,2.0
6292,1.0
6293,3.0
6294,3.0
6295,0.0
6296,3.0
6297,3.0
6298,1.0
6299,1.0
6300,0.0
6301,0.0
6302,3.0
6303,0.0
6304,0.0
6305,1.0
6306,2.0
6307,1.0
6308,2.0
6309,3.0
6310,0.0
6311,2.0
6312,2.0
6313,2.0
6314,2.0
6315,2.0
6316,0.0
6317,2.0
6318,2.0
6319,2.0
6320,3.0
6321,3.0
6322,1.0
6323,0.0
6324,0.0
6325,3.0
6326,0.0
6327,2.0
6328,1.0
6329,1.0
6330,0.0
6331,3.0
6332,0.0
6333,1.0
6334,1.0
6335,3.0
6336,3.0
6337,2.0
6338,0.0
6339,0.0
6340,3.0
6341,0.0
6342,3.0
6343,3.0
6344,3.0
6345,3.0
6346,1.0
6347,2.0
6348,2.0
6349,3.0
6350,0.0
6351,2.0
6352,0.0
6353,2.0
6354,1.0
6355,1.0
6356,0.0
6357,1.0
6358,3.0
6359,2.0
6360,3.0
6361,1.0
6362,3.0
6363,3.0
6364,3.0
6365,0.0
6366,0.0
6367,0.0
6368,1.0
6369,2.0
6370,1.0
6371,1.0
6372,3.0
6373,3.0
6374,0.0
6375,1.0
6376,1.0
6377,0.0
6378,1.0
6379,0.0
6380,0.0
6381,1.0
6382,0.0
6383,3.0
6384,3.0
6385,0.0
6386,2.0
6387,2.0
6388,0.0
6389,0.0
6390,1.0
6391,1.0
6392,3.0
6393,1.0
6394,0.0
6395,3.0
6396,2.0
6397,3.0
6398,3.0
6399,2.0
6400,3.0
6401,1.0
6402,3.0
6403,2.0
6404,1.0
6405,1.0
6406,1.0
6407,0.0
6408,1.0
6409,1.0
6410,2.0
6411,3.0
6412,0.0
6413,0.0
6414,2.0
6415,0.0
6416,1.0
6417,2.0
6418,0.0
6419,3.0
6420,2.0
6421,3.0
6422,2.0
6423,1.0
6424,0.0
6425,2.0
6426,0.0
6427,0.0
6428,3.0
6429,1.0
6430,0.0
6431,1.0
6432,1.0
6433,1.0
6434,3.0
6435,3.0
6436,2.0
6437,3.0
6438,1.0
6439,3.0
6440,1.0
6441,2.0
6442,1.0
6443,3.0
6444,1.0
6445,1.0
6446,2.0
6447,2.0
6448,0.0
6449,1.0
6450,3.0
6451,1.0
6452,2.0
6453,3.0
6454,3.0
6455,2.0
6456,3.0
6457,0.0
6458,1.0
6459,3.0
6460,0.0
6461,0.0
6462,3.0
6463,0.0
6464,0.0
6465,2.0
6466,3.0
6467,3.0
6468,0.0
6469,3.0
6470,2.0
6471,0.0
6472,2.0
6473,1.0
6474,1.0
6475,0.0
6476,3.0
6477,1.0
6478,0.0
6479,2.0
6480,3.0
6481,0.0
6482,2.0
6483,3.0
6484,0.0
6485,2.0
6486,2.0
6487,3.0
6488,1.0
6489,1.0
6490,0.0
6491,3.0
6492,0.0
6493,2.0
6494,0.0
6495,0.0
6496,2.0
6497,2.0
6498,2.0
6499,0.0
6500,3.0
6501,1.0
6502,0.0
6503,1.0
6504,2.0
6505,1.0
6506,1.0
6507,3.0
6508,0.0
6509,0.0
6510,0.0
6511,0.0
6512,2.0
6513,1.0
6514,3.0
6515,0.0
6516,0.0
6517,1.0
6518,3.0
6519,3.0
6520,0.0
6521,2.0
6522,1.0
6523,3.0
6524,1.0
6525,2.0
6526,1.0
6527,3.0
6528,0.0
6529,2.0
6530,3.0
6531,2.0
6532,0.0
6533,2.0
6534,1.0
6535,2.0
6536,0.0
6537,1.0
6538,1.0
6539,3.0
6540,0.0
6541,3.0
6542,1.0
6543,1.0
6544,1.0
6545,1.0
6546,1.0
6547,2.0
6548,0.0
6549,2.0
6550,3.0
6551,3.0
6552,1.0
6553,1.0
6554,2.0
6555,1.0
6556,1.0
6557,2.0
6558,3.0
6559,3.0
6560,2.0
6561,2.0
6562,1.0
6563,0.0
6564,2.0
6565,2.0
6566,1.0
6567,2.0
6568,1.0
6569,0.0
6570,0.0
6571,3.0
6572,3.0
6573,1.0
6574,3.0
6575,0.0
6576,1.0
6577,1.0
6578,0.0
6579,0.0
6580,0.0
6581,3.0
6582,1.0
6583,1.0
6584,3.0
6585,1.0
6586,0.0
6587,3.0
6588,1.0
6589,2.0
6590,2.0
6591,1.0
6592,0.0
6593,3.0
6594,1.0
6595,3.0
6596,1.0
6597,3.0
6598,1.0
6599,1.0
6600,0.0
6601,1.0
6602,1.0
6603,3.0
6604,0.0
6605,1.0
6606,2.0
6607,1.0
6608,1.0
6609,1.0
6610,3.0
6611,2.0
6612,0.0
6613,0.0
6614,2.0
6615,3.0
6616,0.0
6617,1.0
6618,0.0
6619,0.0
6620,2.0
6621,3.0
6622,2.0
6623,2.0
6624,3.0
6625,2.0
6626,3.0
6627,1.0
6628,3.0
6629,1.0
6630,2.0
6631,2.0
6632,0.0
6633,2.0
6634,0.0
6635,1.0
6636,0.0
6637,0.0
6638,3.0
6639,2.0
6640,1.0
6641,0.0
6642,2.0
6643,3.0
6644,3.0
6645,2.0
6646,1.0
6647,3.0
6648,1.0
6649,0.0
6650,3.0
6651,1.0
6652,0.0
6653,1.0
6654,0.0
6655,2.0
6656,3.0
6657,1.0
6658,0.0
6659,0.0
6660,0.0
6661,1.0
6662,1.0
6663,1.0
6664,0.0
6665,3.0
6666,0.0
6667,2.0
6668,0.0
6669,2.0
6670,3.0
6671,3.0
6672,2.0
6673,1.0
6674,1.0
6675,0.0
6676,3.0
6677,0.0
6678,0.0
6679,2.0
6680,0.0
6681,1.0
6682,0.0
6683,2.0
6684,1.0
6685,2.0
6686,2.0
6687,0.0
6688,0.0
6689,3.0
6690,3.0
6691,0.0
6692,3.0
6693,0.0
6694,2.0
6695,2.0
6696,1.0
6697,2.0
6698,2.0
6699,2.0
6700,0.0
6701,0.0
6702,3.0
6703,3.0
6704,0.0
6705,0.0
6706,1.0
6707,1.0
6708,2.0
6709,1.0
6710,2.0
6711,1.0
6712,1.0
6713,0.0
6714,0.0
6715,3.0
6716,1.0
6717,1.0
6718,3.0
6719,1.0
6720,1.0
6721,0.0
6722,1.0
6723,1.0
6724,3.0
6725,2.0
6726,2.0
6727,2.0
6728,2.0
6729,3.0
6730,0.0
6731,0.0
6732,2.0
6733,3.0
6734,0.0
6735,1.0
6736,2.0
6737,0.0
6738,3.0
6739,2.0
6740,3.0
6741,0.0
6742,0.0
6743,1.0
6744,0.0
6745,3.0
6746,3.0
6747,3.0
6748,2.0
6749,2.0
6750,0.0
6751,2.0
6752,0.0
6753,2.0
6754,1.0
6755,1.0
6756,1.0
6757,0.0
6758,1.0
6759,0.0
6760,3.0
6761,3.0
6762,1.0
6763,2.0
6764,1.0
6765,3.0
6766,2.0
6767,2.0
6768,0.0
6769,1.0
6770,2.0
6771,1.0
6772,3.0
6773,3.0
6774,1.0
6775,1.0
6776,3.0
6777,2.0
6778,1.0
6779,0.0
6780,2.0
6781,0.0
6782,1.0
6783,3.0
6784,1.0
6785,3.0
6786,2.0
6787,3.0
6788,3.0
6789,1.0
6790,1.0
6791,1.0
6792,2.0
6793,3.0
6794,3.0
6795,2.0
6796,0.0
6797,0.0
6798,2.0
6799,0.0
6800,3.0
6801,2.0
6802,1.0
6803,1.0
6804,2.0
6805,2.0
6806,3.0
6807,0.0
6808,0.0
6809,2.0
6810,3.0
6811,1.0
6812,0.0
6813,3.0
6814,3.0
6815,3.0
6816,1.0
6817,1.0
6818,2.0
6819,2.0
6820,0.0
6821,2.0
6822,0.0
6823,1.0
6824,3.0
6825,3.0
6826,1.0
6827,3.0
6828,1.0
6829,0.0
6830,2.0
6831,3.0
6832,1.0
6833,0.0
6834,0.0
6835,0.0
6836,1.0
6837,1.0
6838,0.0
6839,0.0
6840,1.0
6841,0.0
6842,0.0
6843,2.0
6844,0.0
6845,1.0
6846,3.0
6847,2.0
6848,2.0
6849,0.0
6850,1.0
6851,2.0
6852,3.0
6853,2.0
6854,3.0
6855,0.0
6856,3.0
6857,1.0
6858,1.0
6859,2.0
6860,0.0
6861,0.0
6862,0.0
6863,1.0
6864,3.0
6865,3.0
6866,2.0
6867,3.0
6868,1.0
6869,0.0
6870,1.0
6871,2.0
6872,2.0
6873,1.0
6874,1.0
6875,1.0
6876,3.0
6877,3.0
6878,2.0
6879,0.0
6880,3.0
6881,2.0
6882,3.0
6883,1.0
6884,1.0
6885,2.0
6886,0.0
6887,0.0
6888,0.0
6889,2.0
6890,3.0
6891,3.0
6892,0.0
6893,1.0
6894,0.0
6895,2.0
6896,0.0
6897,1.0
6898,0.0
6899,3.0
6900,3.0
6901,2.0
6902,1.0
6903,0.0
6904,1.0
6905,1.0
6906,3.0
6907,3.0
6908,2.0
6909,0.0
6910,0.0
6911,1.0
6912,0.0
6913,2.0
6914,2.0
6915,0.0
6916,3.0
6917,3.0
6918,1.0
6919,2.0
6920,3.0
6921,3.0
6922,3.0
6923,0.0
6924,2.0
6925,3.0
6926,1.0
6927,3.0
6928,0.0
6929,3.0
6930,0.0
6931,0.0
6932,1.0
6933,3.0
6934,0.0
6935,3.0
6936,2.0
6937,3.0
6938,2.0
6939,3.0
6940,1.0
6941,0.0
6942,3.0
6943,1.0
6944,0.0
6945,3.0
6946,1.0
6947,3.0
6948,1.0
6949,1.0
6950,3.0
6951,0.0
6952,2.0
6953,3.0
6954,0.0
6955,0.0
6956,1.0
6957,2.0
6958,1.0
6959,2.0
6960,3.0
6961,3.0
6962,1.0
6963,0.0
6964,1.0
6965,1.0
6966,0.0
6967,2.0
6968,2.0
6969,2.0
6970,2.0
6971,0.0
6972,0.0
6973,0.0
6974,1.0
6975,3.0
6976,2.0
6977,1.0
6978,1.0
6979,3.0
6980,2.0
6981,3.0
6982,0.0
6983,3.0
6984,3.0
6985,1.0
6986,2.0
6987,0.0
6988,0.0
6989,0.0
6990,3.0
6991,0.0
6992,0.0
6993,2.0
6994,3.0
6995,1.0
6996,3.0
6997,2.0
6998,3.0
6999,1.0
7000,2.0
7001,0.0
7002,0.0
7003,3.0
7004,3.0
7005,0.0
7006,3.0
7007,3.0
7008,1.0
7009,3.0
7010,1.0
7011,3.0
7012,1.0
7013,0.0
7014,0.0
7015,1.0
7016,2.0
7017,3.0
7018,1.0
7019,0.0
7020,0.0
7021,3.0
7022,2.0
7023,2.0
7024,1.0
7025,2.0
7026,3.0
7027,1.0
7028,2.0
7029,1.0
7030,0.0
7031,0.0
7032,0.0
7033,0.0
7034,3.0
7035,3.0
7036,2.0
7037,2.0
7038,3.0
7039,2.0
7040,0.0
7041,3.0
7042,1.0
7043,1.0
7044,3.0
7045,0.0
7046,1.0
7047,2.0
7048,2.0
7049,2.0
7050,2.0
7051,1.0
7052,1.0
7053,0.0
7054,2.0
7055,1.0
7056,3.0
7057,0.0
7058,0.0
7059,3.0
7060,0.0
7061,3.0
7062,2.0
7063,3.0
7064,0.0
7065,2.0
7066,2.0
7067,0.0
7068,0.0
7069,2.0
7070,3.0
7071,2.0
7072,1.0
7073,3.0
7074,2.0
7075,3.0
7076,3.0
7077,1.0
7078,3.0
7079,1.0
7080,2.0
7081,1.0
7082,3.0
7083,0.0
7084,1.0
7085,2.0
7086,2.0
7087,3.0
7088,3.0
7089,1.0
7090,0.0
7091,2.0
7092,2.0
7093,2.0
7094,3.0
7095,2.0
7096,0.0
7097,0.0
7098,3.0
7099,3.0
7100,2.0
7101,1.0
7102,2.0
7103,0.0
7104,2.0
7105,0.0
7106,3.0
7107,2.0
7108,1.0
7109,0.0
7110,3.0
7111,2.0
7112,3.0
7113,3.0
7114,0.0
7115,1.0
7116,1.0
7117,0.0
7118,0.0
7119,1.0
7120,3.0
7121,3.0
7122,3.0
7123,2.0
7124,1.0
7125,3.0
7126,2.0
7127,1.0
7128,2.0
7129,0.0
7130,3.0
7131,3.0
7132,3.0
7133,1.0
7134,0.0
7135,3.0
7136,3.0
7137,1.0
7138,1.0
7139,0.0
7140,3.0
7141,0.0
7142,0.0
7143,0.0
7144,0.0
7145,1.0
7146,3.0
7147,1.0
7148,3.0
7149,1.0
7150,2.0
7151,1.0
7152,1.0
7153,0.0
7154,3.0
7155,1.0
7156,0.0
7157,1.0
7158,1.0
7159,0.0
7160,2.0
7161,2.0
7162,2.0
7163,2.0
7164,0.0
7165,1.0
7166,3.0
7167,3.0
7168,3.0
7169,3.0
7170,0.0
7171,3.0
7172,2.0
7173,3.0
7174,3.0
7175,0.0
7176,1.0
7177,3.0
7178,0.0
7179,0.0
7180,1.0
7181,1.0
7182,3.0
7183,3.0
7184,2.0
7185,2.0
7186,3.0
7187,2.0
7188,3.0
7189,1.0
7190,0.0
7191,1.0
7192,1.0
7193,2.0
7194,3.0
7195,1.0
7196,1.0
7197,0.0
7198,1.0
7199,1.0
7200,1.0
7201,0.0
7202,3.0
7203,3.0
7204,3.0
7205,0.0
7206,3.0
7207,2.0
7208,0.0
7209,0.0
7210,2.0
7211,3.0
7212,0.0
7213,2.0
7214,3.0
7215,3.0
7216,1.0
7217,3.0
7218,1.0
7219,3.0
7220,3.0
7221,1.0
7222,2.0
7223,2.0
7224,3.0
7225,3.0
7226,1.0
7227,0.0
7228,3.0
7229,1.0
7230,3.0
7231,0.0
7232,2.0
7233,3.0
7234,2.0
7235,0.0
7236,3.0
7237,3.0
7238,2.0
7239,3.0
7240,3.0
7241,2.0
7242,0.0
7243,2.0
7244,1.0
7245,3.0
7246,3.0
7247,0.0
7248,3.0
7249,3.0
7250,2.0
7251,3.0
7252,2.0
7253,2.0
7254,2.0
7255,3.0
7256,0.0
7257,3.0
7258,0.0
7259,0.0
7260,2.0
7261,3.0
7262,3.0
7263,1.0
7264,0.0
7265,3.0
7266,2.0
7267,3.0
7268,0.0
7269,1.0
7270,0.0
7271,0.0
7272,3.0
7273,2.0
7274,0.0
7275,0.0
7276,3.0
7277,2.0
7278,0.0
7279,3.0
7280,2.0
7281,3.0
7282,2.0
7283,2.0
7284,1.0
7285,3.0
7286,1.0
7287,0.0
7288,2.0
7289,0.0
7290,2.0
7291,2.0
7292,0.0
7293,3.0
7294,1.0
7295,0.0
7296,3.0
7297,3.0
7298,1.0
7299,3.0
7300,3.0
7301,1.0
7302,1.0
7303,1.0
7304,0.0
7305,0.0
7306,2.0
7307,2.0
7308,0.0
7309,3.0
7310,1.0
7311,0.0
7312,3.0
7313,0.0
7314,3.0
7315,3.0
7316,1.0
7317,1.0
7318,2.0
7319,3.0
7320,3.0
7321,3.0
7322,3.0
7323,1.0
7324,3.0
7325,0.0
7326,3.0
7327,3.0
7328,0.0
7329,3.0
7330,0.0
7331,2.0
7332,1.0
7333,0.0
7334,1.0
7335,0.0
7336,0.0
7337,3.0
7338,0.0
7339,0.0
7340,3.0
7341,1.0
7342,3.0
7343,3.0
7344,3.0
7345,3.0
7346,1.0
7347,1.0
7348,1.0
7349,3.0
7350,3.0
7351,0.0
7352,0.0
7353,3.0
7354,3.0
7355,1.0
7356,2.0
7357,2.0
7358,0.0
7359,2.0
7360,1.0
7361,3.0
7362,1.0
7363,0.0
7364,3.0
7365,2.0
7366,0.0
7367,2.0
7368,3.0
7369,0.0
7370,3.0
7371,2.0
7372,0.0
7373,2.0
7374,1.0
7375,0.0
7376,1.0
7377,3.0
7378,3.0
7379,0.0
7380,0.0
7381,3.0
7382,3.0
7383,1.0
7384,3.0
7385,2.0
7386,3.0
7387,3.0
7388,0.0
7389,2.0
7390,0.0
7391,2.0
7392,0.0
7393,3.0
7394,2.0
7395,0.0
7396,0.0
7397,2.0
7398,1.0
7399,3.0
7400,1.0
7401,2.0
7402,2.0
7403,3.0
7404,0.0
7405,1.0
7406,1.0
7407,1.0
7408,1.0
7409,3.0
7410,1.0
7411,1.0
7412,3.0
7413,1.0
7414,0.0
7415,1.0
7416,3.0
7417,0.0
7418,0.0
7419,3.0
7420,1.0
7421,3.0
7422,3.0
7423,0.0
7424,2.0
7425,0.0
7426,0.0
7427,3.0
7428,1.0
7429,3.0
7430,0.0
7431,0.0
7432,1.0
7433,2.0
7434,1.0
7435,3.0
7436,2.0
7437,0.0
7438,0.0
7439,2.0
7440,2.0
7441,3.0
7442,3.0
7443,3.0
7444,2.0
7445,0.0
7446,2.0
7447,0.0
7448,0.0
7449,2.0
7450,1.0
7451,3.0
7452,2.0
7453,0.0
7454,3.0
7455,3.0
7456,0.0
7457,3.0
7458,3.0
7459,0.0
7460,3.0
7461,2.0
7462,2.0
7463,0.0
7464,2.0
7465,1.0
7466,0.0
7467,0.0
7468,2.0
7469,3.0
7470,0.0
7471,2.0
7472,0.0
7473,3.0
7474,3.0
7475,0.0
7476,1.0
7477,3.0
7478,3.0
7479,3.0
7480,1.0
7481,2.0
7482,3.0
7483,2.0
7484,0.0
7485,0.0
7486,3.0
7487,2.0
7488,3.0
7489,1.0
7490,2.0
7491,1.0
7492,3.0
7493,1.0
7494,2.0
7495,1.0
7496,3.0
7497,2.0
7498,0.0
7499,0.0
7500,1.0
7501,3.0
7502,3.0
7503,0.0
7504,0.0
7505,3.0
7506,1.0
7507,0.0
7508,2.0
7509,3.0
7510,0.0
7511,2.0
7512,2.0
7513,1.0
7514,3.0
7515,2.0
7516,0.0
7517,2.0
7518,2.0
7519,2.0
7520,1.0
7521,2.0
7522,1.0
7523,2.0
7524,1.0
7525,3.0
7526,0.0
7527,1.0
7528,3.0
7529,3.0
7530,3.0
7531,0.0
7532,2.0
7533,0.0
7534,3.0
7535,0.0
7536,2.0
7537,3.0
7538,0.0
7539,1.0
7540,3.0
7541,2.0
7542,3.0
7543,1.0
7544,1.0
7545,3.0
7546,1.0
7547,3.0
7548,2.0
7549,2.0
7550,3.0
7551,0.0
7552,3.0
7553,2.0
7554,1.0
7555,3.0
7556,3.0
7557,1.0
7558,3.0
7559,1.0
7560,0.0
7561,3.0
7562,0.0
7563,1.0
7564,2.0
7565,2.0
7566,3.0
7567,2.0
7568,1.0
7569,3.0
7570,3.0
7571,2.0
7572,1.0
7573,0.0
7574,0.0
7575,0.0
7576,0.0
7577,1.0
7578,0.0
7579,1.0
7580,0.0
7581,3.0
7582,3.0
7583,0.0
7584,0.0
7585,3.0
7586,3.0
7587,0.0
7588,1.0
7589,2.0
7590,3.0
7591,1.0
7592,2.0
7593,3.0
7594,2.0
7595,2.0
7596,2.0
7597,3.0
7598,0.0
7599,3.0
7600,3.0
7601,3.0
7602,3.0
7603,2.0
7604,2.0
7605,2.0
7606,2.0
7607,3.0
7608,2.0
7609,0.0
7610,2.0
7611,1.0
7612,1.0
7613,0.0
7614,2.0
7615,3.0
7616,2.0
7617,0.0
7618,0.0
7619,2.0
7620,0.0
7621,3.0
7622,1.0
7623,1.0
7624,0.0
7625,0.0
7626,1.0
7627,1.0
7628,2.0
7629,1.0
7630,3.0
7631,0.0
7632,2.0
7633,3.0
7634,2.0
7635,3.0
7636,0.0
7637,2.0
7638,0.0
7639,0.0
7640,3.0
7641,2.0
7642,2.0
7643,2.0
7644,0.0
7645,3.0
7646,0.0
7647,3.0
7648,0.0
7649,2.0
7650,0.0
7651,3.0
7652,1.0
7653,2.0
7654,2.0
7655,2.0
7656,2.0
7657,3.0
7658,0.0
7659,3.0
7660,1.0
7661,1.0
7662,0.0
7663,3.0
7664,1.0
7665,3.0
7666,1.0
7667,1.0
7668,1.0
7669,2.0
7670,2.0
7671,1.0
7672,2.0
7673,0.0
7674,1.0
7675,0.0
7676,0.0
7677,0.0
7678,2.0
7679,3.0
7680,1.0
7681,1.0
7682,2.0
7683,0.0
7684,2.0
7685,0.0
7686,0.0
7687,0.0
7688,1.0
7689,0.0
7690,3.0
7691,1.0
7692,3.0
7693,0.0
7694,0.0
7695,1.0
7696,1.0
7697,2.0
7698,0.0
7699,0.0
7700,3.0
7701,0.0
7702,1.0
7703,3.0
7704,3.0
7705,3.0
7706,1.0
7707,0.0
7708,0.0
7709,1.0
7710,3.0
7711,1.0
7712,1.0
7713,1.0
7714,1.0
7715,1.0
7716,3.0
7717,0.0
7718,3.0
7719,3.0
7720,0.0
7721,3.0
7722,3.0
7723,0.0
7724,2.0
7725,1.0
7726,2.0
7727,3.0
7728,0.0
7729,3.0
7730,0.0
7731,0.0
7732,2.0
7733,2.0
7734,2.0
7735,3.0
7736,1.0
7737,0.0
7738,0.0
7739,1.0
7740,1.0
7741,0.0
7742,0.0
7743,0.0
7744,3.0
7745,2.0
7746,3.0
7747,0.0
7748,3.0
7749,0.0
7750,2.0
